property_id,assessor_parcel_id,pin,site_address,zip_code,council_district,community_plan_area,neighborhood_council,base_zoning,base_zoning_description,full_zoning_code,general_plan_land_use,specific_plan_area,overlay_count,lot_size_sqft,building_size_sqft,year_built,number_of_units,use_code,assessed_land_value,assessed_improvement_value,total_assessed_value,toc_eligible,opportunity_zone,high_quality_transit,residential_market_area,commercial_market_area,methane_zone,flood_zone,fault_zone,rent_stabilization,housing_replacement_required,data_completeness_score,development_score,score_breakdown,suggested_use,investment_tier,latitude,longitude,dist_downtown_miles,dist_santa_monica_miles,dist_hollywood_miles,dist_lax_miles,dist_ucla_miles,dist_usc_miles,nearest_metro_station,nearest_metro_distance,nearest_metro_lines,freeway_distance_miles,walkability_score,location_premium_bonus,transit_accessibility_bonus,highway_access_bonus,total_geographic_bonus,enhanced_development_score,enhanced_investment_tier,enhanced_suggested_use
288,4306-021-010,129B169 948,9307 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,6301.1,1685.0,1941.0,1.0,0100 - Residential - Single Family Residence,481166.0,165947.0,647113.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306021010],,90.6,34.63,"{""zoning_score"": 40.0, ""lot_size_score"": 66.5055, ""transit_bonus"": 15.0, ""financial_score"": 15.0, ""risk_penalty"": 5.0}",SB9 Lot Split Opportunity,D,34.0522,-118.33677,5.34,9.15,3.45,8.6,6.33,3.61,Koreatown/Wilshire,1.73,Purple,2.42,55,0.0,2.0,0.0,2.0,36.63,D,SB9 Lot Split Opportunity
289,4306-021-011,129B169 941,9311 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,6000.1,1558.0,1946.0,1.0,0100 - Residential - Single Family Residence,663329.0,242832.0,906161.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306021011],,90.6,34.25,"{""zoning_score"": 40.0, ""lot_size_score"": 65.0005, ""transit_bonus"": 15.0, ""financial_score"": 15.0, ""risk_penalty"": 5.0}",SB9 Lot Split Opportunity,D,34.0522,-118.33681,5.34,9.14,3.45,8.6,6.32,3.61,Koreatown/Wilshire,1.73,Purple,2.42,55,0.0,2.0,0.0,2.0,36.25,D,SB9 Lot Split Opportunity
290,4306-021-013,129B169 920,9323 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,6000.1,3176.0,1941.0,1.0,0100 - Residential - Single Family Residence,610207.0,536089.0,1146296.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306021013],,90.6,32.75,"{""zoning_score"": 40.0, ""lot_size_score"": 65.0005, ""transit_bonus"": 15.0, ""financial_score"": 0.0, ""risk_penalty"": 5.0}",Hold/Income Property,D,34.0522,-118.33693000000001,5.35,9.14,3.45,8.59,6.32,3.61,Koreatown/Wilshire,1.74,Purple,2.43,55,0.0,2.0,0.0,2.0,34.75,D,Hold/Income Property
291,4306-021-012,129B169 930,9317 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,6000.1,3621.0,1941.0,1.0,0100 - Residential - Single Family Residence,843458.0,1400737.0,2244195.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306021012],,90.6,32.75,"{""zoning_score"": 40.0, ""lot_size_score"": 65.0005, ""transit_bonus"": 15.0, ""financial_score"": 0.0, ""risk_penalty"": 5.0}",Hold/Income Property,D,34.0522,-118.33687,5.35,9.14,3.45,8.6,6.32,3.61,Koreatown/Wilshire,1.73,Purple,2.42,55,0.0,2.0,0.0,2.0,34.75,D,Hold/Income Property
292,4306-021-014,129B169 911,9327 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,6242.0,2850.0,1948.0,1.0,0100 - Residential - Single Family Residence,712483.0,441172.0,1153655.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306021014],,90.6,33.55,"{""zoning_score"": 40.0, ""lot_size_score"": 66.21, ""transit_bonus"": 15.0, ""financial_score"": 5.0, ""risk_penalty"": 5.0}",Hold/Income Property,D,34.0522,-118.33697000000001,5.35,9.13,3.45,8.59,6.31,3.62,Koreatown/Wilshire,1.74,Purple,2.43,55,0.0,2.0,0.0,2.0,35.55,D,Hold/Income Property
293,4306-021-015,129B169 901,9333 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,6629.9,5949.0,2019.0,1.0,0100 - Residential - Single Family Residence,1210565.0,1661359.0,2871924.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306021015],,90.6,33.54,"{""zoning_score"": 40.0, ""lot_size_score"": 68.1495, ""transit_bonus"": 15.0, ""financial_score"": 0.0, ""risk_penalty"": 5.0}",Hold/Income Property,D,34.0522,-118.33703,5.35,9.13,3.45,8.59,6.31,3.62,Koreatown/Wilshire,1.74,Purple,2.43,55,0.0,2.0,0.0,2.0,35.54,D,Hold/Income Property
294,4306-022-001,129B165 590,9420 W MONTE MAR DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,8389.4,1982.0,1941.0,1.0,0101 - Residential - Single Family Residence - Pool,904299.0,378353.0,1282652.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306022001],,90.6,36.66,"{""zoning_score"": 40.0, ""lot_size_score"": 74.63133333333333, ""transit_bonus"": 15.0, ""financial_score"": 15.0, ""risk_penalty"": 5.0}",SB9 Lot Split Opportunity,D,34.0522,-118.3379,5.4,9.08,3.45,8.57,6.26,3.66,Koreatown/Wilshire,1.79,Purple,2.48,55,0.0,2.0,0.0,2.0,38.66,D,SB9 Lot Split Opportunity
295,4306-022-002,129B165 587,9414 W MONTE MAR DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,6600.1,1837.0,1941.0,1.0,0100 - Residential - Single Family Residence,435155.0,135956.0,571111.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306022002],,90.6,35.0,"{""zoning_score"": 40.0, ""lot_size_score"": 68.0005, ""transit_bonus"": 15.0, ""financial_score"": 15.0, ""risk_penalty"": 5.0}",SB9 Lot Split Opportunity,D,34.0522,-118.33784,5.4,9.09,3.45,8.57,6.27,3.66,Koreatown/Wilshire,1.78,Purple,2.47,55,0.0,2.0,0.0,2.0,37.0,D,SB9 Lot Split Opportunity
296,4306-022-003,129B165 584,9408 W MONTE MAR DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,6417.7,1800.0,1941.0,1.0,0100 - Residential - Single Family Residence,701333.0,191742.0,893075.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306022003],,90.6,34.77,"{""zoning_score"": 40.0, ""lot_size_score"": 67.0885, ""transit_bonus"": 15.0, ""financial_score"": 15.0, ""risk_penalty"": 5.0}",SB9 Lot Split Opportunity,D,34.0522,-118.33778000000001,5.4,9.09,3.45,8.57,6.27,3.65,Koreatown/Wilshire,1.78,Purple,2.47,55,0.0,2.0,0.0,2.0,36.77,D,SB9 Lot Split Opportunity
297,4306-022-004,129B165 582,9404 W MONTE MAR DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,6187.3,2041.0,1941.0,1.0,0100 - Residential - Single Family Residence,372727.0,290679.0,663406.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306022004],,90.6,33.48,"{""zoning_score"": 40.0, ""lot_size_score"": 65.9365, ""transit_bonus"": 15.0, ""financial_score"": 5.0, ""risk_penalty"": 5.0}",Hold/Income Property,D,34.0522,-118.33774000000001,5.4,9.09,3.45,8.57,6.27,3.65,Koreatown/Wilshire,1.78,Purple,2.47,55,0.0,2.0,0.0,2.0,35.48,D,Hold/Income Property
298,4306-022-005,129B165 580,9374 W MONTE MAR DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,6185.6,2240.0,1942.0,1.0,0100 - Residential - Single Family Residence,1232984.0,280085.0,1513069.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306022005],,90.6,34.48,"{""zoning_score"": 40.0, ""lot_size_score"": 65.928, ""transit_bonus"": 15.0, ""financial_score"": 15.0, ""risk_penalty"": 5.0}",SB9 Lot Split Opportunity,D,34.0522,-118.33744,5.38,9.11,3.45,8.58,6.29,3.64,Koreatown/Wilshire,1.76,Purple,2.45,55,0.0,2.0,0.0,2.0,36.48,D,SB9 Lot Split Opportunity
299,4306-022-006,129B165 578,9368 W MONTE MAR DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,6204.1,2039.0,1942.0,1.0,0100 - Residential - Single Family Residence,470711.0,476269.0,946980.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306022006],,90.6,33.51,"{""zoning_score"": 40.0, ""lot_size_score"": 66.0205, ""transit_bonus"": 15.0, ""financial_score"": 5.0, ""risk_penalty"": 5.0}",Hold/Income Property,D,34.0522,-118.33738000000001,5.37,9.11,3.45,8.58,6.29,3.64,Koreatown/Wilshire,1.76,Purple,2.45,55,0.0,2.0,0.0,2.0,35.51,D,Hold/Income Property
300,4306-022-007,129B165 579,9362 W MONTE MAR DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,6198.3,2460.0,1950.0,1.0,0101 - Residential - Single Family Residence - Pool,686201.0,187603.0,873804.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306022007],,90.6,34.5,"{""zoning_score"": 40.0, ""lot_size_score"": 65.9915, ""transit_bonus"": 15.0, ""financial_score"": 15.0, ""risk_penalty"": 5.0}",SB9 Lot Split Opportunity,D,34.0522,-118.33732,5.37,9.11,3.45,8.58,6.29,3.63,Koreatown/Wilshire,1.76,Purple,2.45,55,0.0,2.0,0.0,2.0,36.5,D,SB9 Lot Split Opportunity
301,4306-022-008,129B165 581,9356 W MONTE MAR DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,6239.4,1868.0,1948.0,1.0,0100 - Residential - Single Family Residence,164010.0,142216.0,306226.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306022008],,90.6,33.55,"{""zoning_score"": 40.0, ""lot_size_score"": 66.197, ""transit_bonus"": 15.0, ""financial_score"": 5.0, ""risk_penalty"": 5.0}",Hold/Income Property,D,34.0522,-118.33726,5.37,9.12,3.45,8.59,6.3,3.63,Koreatown/Wilshire,1.75,Purple,2.44,55,0.0,2.0,0.0,2.0,35.55,D,Hold/Income Property
302,4306-022-009,129B165 583,9350 W MONTE MAR DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,6246.7,1849.0,1948.0,1.0,0100 - Residential - Single Family Residence,631090.0,172539.0,803629.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306022009],,90.6,34.56,"{""zoning_score"": 40.0, ""lot_size_score"": 66.23349999999999, ""transit_bonus"": 15.0, ""financial_score"": 15.0, ""risk_penalty"": 5.0}",SB9 Lot Split Opportunity,D,34.0522,-118.33720000000001,5.36,9.12,3.45,8.59,6.3,3.63,Koreatown/Wilshire,1.75,Purple,2.44,55,0.0,2.0,0.0,2.0,36.56,D,SB9 Lot Split Opportunity
303,4306-022-010,129B165 586,9344 W MONTE MAR DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,6276.3,4047.0,2014.0,0.0,0101 - Residential - Single Family Residence - Pool,2056620.0,977813.0,3034433.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306022010],,90.6,33.1,"{""zoning_score"": 40.0, ""lot_size_score"": 66.3815, ""transit_bonus"": 15.0, ""financial_score"": 0.0, ""risk_penalty"": 5.0}",SB9 Lot Split Opportunity,D,34.0522,-118.33714,5.36,9.12,3.45,8.59,6.3,3.62,Koreatown/Wilshire,1.75,Purple,2.44,55,0.0,2.0,0.0,2.0,35.1,D,SB9 Lot Split Opportunity
304,4306-022-011,129B165 589,9338 W MONTE MAR DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,6297.5,1826.0,1941.0,1.0,0100 - Residential - Single Family Residence,518524.0,109029.0,627553.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306022011],,90.6,34.62,"{""zoning_score"": 40.0, ""lot_size_score"": 66.4875, ""transit_bonus"": 15.0, ""financial_score"": 15.0, ""risk_penalty"": 5.0}",SB9 Lot Split Opportunity,D,34.0522,-118.33708,5.36,9.13,3.45,8.59,6.31,3.62,Koreatown/Wilshire,1.74,Purple,2.44,55,0.0,2.0,0.0,2.0,36.62,D,SB9 Lot Split Opportunity
305,4306-022-012,129B165 595,9332 W MONTE MAR DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,6293.8,3664.0,2016.0,1.0,0100 - Residential - Single Family Residence,2340900.0,1137827.0,3478727.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306022012],,90.6,33.12,"{""zoning_score"": 40.0, ""lot_size_score"": 66.469, ""transit_bonus"": 15.0, ""financial_score"": 0.0, ""risk_penalty"": 5.0}",SB9 Lot Split Opportunity,D,34.0522,-118.33702000000001,5.35,9.13,3.45,8.59,6.31,3.62,Koreatown/Wilshire,1.74,Purple,2.43,55,0.0,2.0,0.0,2.0,35.12,D,SB9 Lot Split Opportunity
306,4306-022-013,129B165 602,9326 W MONTE MAR DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,6288.4,1655.0,1941.0,1.0,0100 - Residential - Single Family Residence,302175.0,116371.0,418546.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306022013],,90.6,34.61,"{""zoning_score"": 40.0, ""lot_size_score"": 66.442, ""transit_bonus"": 15.0, ""financial_score"": 15.0, ""risk_penalty"": 5.0}",SB9 Lot Split Opportunity,D,34.0522,-118.33696,5.35,9.13,3.45,8.59,6.31,3.62,Koreatown/Wilshire,1.74,Purple,2.43,55,0.0,2.0,0.0,2.0,36.61,D,SB9 Lot Split Opportunity
307,4306-022-014,129B165 609,9320 W MONTE MAR DR,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,6210.6,1602.0,1941.0,1.0,0100 - Residential - Single Family Residence,59604.0,466650.0,526254.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306022014],,90.6,33.51,"{""zoning_score"": 40.0, ""lot_size_score"": 66.053, ""transit_bonus"": 15.0, ""financial_score"": 5.0, ""risk_penalty"": 5.0}",Hold/Income Property,D,34.0522,-118.3369,5.35,9.14,3.45,8.6,6.32,3.61,Koreatown/Wilshire,1.73,Purple,2.43,55,0.0,2.0,0.0,2.0,35.51,D,Hold/Income Property
308,4306-022-015,129B165 594,,0,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,1724.9,,,,010V - Residential - Single Family Residence - Vacant Land,417.0,0.0,417.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306022015],Yes,78.1,25.37,"{""zoning_score"": 40.0, ""lot_size_score"": 31.499333333333333, ""transit_bonus"": 15.0, ""financial_score"": 10.0, ""risk_penalty"": 5.0}",Teardown/Rebuild Opportunity,D,,,999.0,999.0,999.0,999.0,999.0,999.0,Unknown,999.0,,999.0,25,0.0,0.0,0.0,0.0,25.37,D,Teardown/Rebuild Opportunity
309,4306-022-016,129B165 653,9339 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,6428.0,1667.0,1941.0,1.0,0100 - Residential - Single Family Residence,64980.0,40969.0,105949.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306022016],,90.6,33.78,"{""zoning_score"": 40.0, ""lot_size_score"": 67.14, ""transit_bonus"": 15.0, ""financial_score"": 5.0, ""risk_penalty"": 5.0}",Hold/Income Property,D,34.0522,-118.33709,5.36,9.13,3.45,8.59,6.31,3.62,Koreatown/Wilshire,1.74,Purple,2.44,55,0.0,2.0,0.0,2.0,35.78,D,Hold/Income Property
310,4306-022-017,129B165 647,9345 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,6315.6,2174.0,1941.0,1.0,0100 - Residential - Single Family Residence,746585.0,245663.0,992248.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306022017],,90.6,34.64,"{""zoning_score"": 40.0, ""lot_size_score"": 66.578, ""transit_bonus"": 15.0, ""financial_score"": 15.0, ""risk_penalty"": 5.0}",SB9 Lot Split Opportunity,D,34.0522,-118.33715000000001,5.36,9.12,3.45,8.59,6.3,3.62,Koreatown/Wilshire,1.75,Purple,2.44,55,0.0,2.0,0.0,2.0,36.64,D,SB9 Lot Split Opportunity
311,4306-022-018,129B165 642,9349 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,6271.9,4375.0,2018.0,1.0,0100 - Residential - Single Family Residence,2711160.0,1050817.0,3761977.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306022018],,90.6,34.09,"{""zoning_score"": 40.0, ""lot_size_score"": 66.3595, ""transit_bonus"": 15.0, ""financial_score"": 10.0, ""risk_penalty"": 5.0}",SB9 Lot Split Opportunity,D,34.0522,-118.33719,5.36,9.12,3.45,8.59,6.3,3.63,Koreatown/Wilshire,1.75,Purple,2.44,55,0.0,2.0,0.0,2.0,36.09,D,SB9 Lot Split Opportunity
312,4306-022-019,129B165 638,9355 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,6249.0,4768.0,2004.0,1.0,0100 - Residential - Single Family Residence,1874349.0,1366579.0,3240928.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306022019],,90.6,33.06,"{""zoning_score"": 40.0, ""lot_size_score"": 66.245, ""transit_bonus"": 15.0, ""financial_score"": 0.0, ""risk_penalty"": 5.0}",Hold/Income Property,D,34.0522,-118.33725,5.37,9.12,3.45,8.59,6.3,3.63,Koreatown/Wilshire,1.75,Purple,2.44,55,0.0,2.0,0.0,2.0,35.06,D,Hold/Income Property
313,4306-022-020,129B165 635,9401 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,6249.8,3811.0,2015.0,1.0,0100 - Residential - Single Family Residence,675937.0,1466036.0,2141973.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306022020],,90.6,33.06,"{""zoning_score"": 40.0, ""lot_size_score"": 66.249, ""transit_bonus"": 15.0, ""financial_score"": 0.0, ""risk_penalty"": 5.0}",Hold/Income Property,D,34.0522,-118.33771,5.39,9.09,3.45,8.57,6.27,3.65,Koreatown/Wilshire,1.78,Purple,2.47,55,0.0,2.0,0.0,2.0,35.06,D,Hold/Income Property
314,4306-022-021,129B165 634,9407 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,6249.1,3680.0,1941.0,1.0,0100 - Residential - Single Family Residence,1950615.0,479502.0,2430117.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306022021],,90.6,34.06,"{""zoning_score"": 40.0, ""lot_size_score"": 66.2455, ""transit_bonus"": 15.0, ""financial_score"": 10.0, ""risk_penalty"": 5.0}",SB9 Lot Split Opportunity,D,34.0522,-118.33777,5.4,9.09,3.45,8.57,6.27,3.65,Koreatown/Wilshire,1.78,Purple,2.47,55,0.0,2.0,0.0,2.0,36.06,D,SB9 Lot Split Opportunity
315,4306-022-022,129B165 630,9411 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,6249.9,1632.0,1941.0,1.0,0100 - Residential - Single Family Residence,144404.0,520000.0,664404.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306022022],,90.6,33.56,"{""zoning_score"": 40.0, ""lot_size_score"": 66.2495, ""transit_bonus"": 15.0, ""financial_score"": 5.0, ""risk_penalty"": 5.0}",Hold/Income Property,D,34.0522,-118.33781,5.4,9.09,3.45,8.57,6.27,3.66,Koreatown/Wilshire,1.78,Purple,2.47,55,0.0,2.0,0.0,2.0,35.56,D,Hold/Income Property
316,4306-022-023,129B165 628,9417 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,6622.4,3386.0,1941.0,1.0,0104 - Residential - Single Family Residence - Therapy Pool (Spa),436180.0,1436654.0,1872834.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306022023],,90.6,33.53,"{""zoning_score"": 40.0, ""lot_size_score"": 68.112, ""transit_bonus"": 15.0, ""financial_score"": 0.0, ""risk_penalty"": 5.0}",Hold/Income Property,D,34.0522,-118.33787000000001,5.4,9.08,3.45,8.57,6.26,3.66,Koreatown/Wilshire,1.79,Purple,2.48,55,0.0,2.0,0.0,2.0,35.53,D,Hold/Income Property
317,4306-022-024,129B165 629,9423 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,6845.8,4264.0,1941.0,1.0,0100 - Residential - Single Family Residence,1956056.0,1274252.0,3230308.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306022024],,90.6,33.81,"{""zoning_score"": 40.0, ""lot_size_score"": 69.229, ""transit_bonus"": 15.0, ""financial_score"": 0.0, ""risk_penalty"": 5.0}",Hold/Income Property,D,34.0522,-118.33793,5.41,9.08,3.45,8.57,6.26,3.66,Koreatown/Wilshire,1.79,Purple,2.48,55,0.0,2.0,0.0,2.0,35.81,D,Hold/Income Property
318,4306-022-025,129B165 631,9429 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,6848.8,3737.0,1941.0,1.0,0100 - Residential - Single Family Residence,461659.0,791117.0,1252776.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306022025],,90.6,33.81,"{""zoning_score"": 40.0, ""lot_size_score"": 69.244, ""transit_bonus"": 15.0, ""financial_score"": 0.0, ""risk_penalty"": 5.0}",Hold/Income Property,D,34.0522,-118.33799,5.41,9.08,3.45,8.57,6.26,3.66,Koreatown/Wilshire,1.79,Purple,2.48,55,0.0,2.0,0.0,2.0,35.81,D,Hold/Income Property
319,4306-022-026,129B165 633,9435 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,6628.8,3540.0,1941.0,1.0,0100 - Residential - Single Family Residence,1086220.0,836514.0,1922734.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306022026],,90.6,33.54,"{""zoning_score"": 40.0, ""lot_size_score"": 68.144, ""transit_bonus"": 15.0, ""financial_score"": 0.0, ""risk_penalty"": 5.0}",Hold/Income Property,D,34.0522,-118.33805000000001,5.41,9.07,3.45,8.56,6.25,3.67,Koreatown/Wilshire,1.8,Purple,2.48,55,0.0,2.0,0.0,2.0,35.54,D,Hold/Income Property
320,4306-022-027,129B165 636,9441 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,7197.0,2211.0,1942.0,1.0,0101 - Residential - Single Family Residence - Pool,1485691.0,916117.0,2401808.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306022027],,90.6,34.66,"{""zoning_score"": 40.0, ""lot_size_score"": 70.65666666666667, ""transit_bonus"": 15.0, ""financial_score"": 5.0, ""risk_penalty"": 5.0}",Hold/Income Property,D,34.0522,-118.33811,5.42,9.07,3.45,8.56,6.25,3.67,Koreatown/Wilshire,1.8,Purple,2.49,55,0.0,2.0,0.0,2.0,36.66,D,Hold/Income Property
321,4306-022-028,129B165 637,9447 W KIRKSIDE RD,90035,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,8396.7,588.0,1942.0,1.0,Not Available,2377105.0,1018331.0,3395436.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,Yes [APN: 4306022028],,90.6,36.66,"{""zoning_score"": 40.0, ""lot_size_score"": 74.65566666666666, ""transit_bonus"": 15.0, ""financial_score"": 15.0, ""risk_penalty"": 5.0}",SB9 Lot Split Opportunity,D,34.0522,-118.33817,5.42,9.07,3.45,8.56,6.25,3.67,Koreatown/Wilshire,1.8,Purple,2.49,55,0.0,2.0,0.0,2.0,38.66,D,SB9 Lot Split Opportunity
322,4306-022-029,129B165 640,,0,CD 5 - Katy Young Yaroslavsky,West Los Angeles,South Robertson,R1,Single Family Residential,R1V2,Low Residential,,0,1714.9,,,,010V - Residential - Single Family Residence - Vacant Land,417.0,0.0,417.0,False,Not Eligible,Yes,High,High,Methane Zone,Outside Flood Zone,,No [APN: 4306022029],Yes,78.1,25.36,"{""zoning_score"": 40.0, ""lot_size_score"": 31.432666666666666, ""transit_bonus"": 15.0, ""financial_score"": 10.0, ""risk_penalty"": 5.0}",Teardown/Rebuild Opportunity,D,,,999.0,999.0,999.0,999.0,999.0,999.0,Unknown,999.0,,999.0,25,0.0,0.0,0.0,0.0,25.36,D,Teardown/Rebuild Opportunity
